BIOREGION,EVC,X_EVCNAME,EVC_BCS,area1750_ha,area2005_ha,proportion_remaining
Gippsland Plain,900,Coastal Saltmarsh/Coastal Dune Grassland/Coastal Dune Scrub/Coastal Headland Scrub Mosaic,V,125.77000000000001,72.63,0.5774827065277888
Murray Fans,295,Riverine Grassy Woodland,V,44109.74,25488.95,0.5778531000182726
Goldfields,127,Valley Heathy Forest,E,675.36,391.79,0.580120232172471
Wimmera,285,Dry Creekline Woodland,E,11.49,6.67,0.5805047867711053
Glenelg Plain,195,Seasonally Inundated Shrubby Woodland,E,481.24,279.89,0.5816016956196493
Northern Inland Slopes,292,Red Gum Swamp,E,93.08,54.239999999999995,0.5827245380318006
Wimmera,750,Shallow Sands Woodland/Plains Sedgy Woodland/Seasonally Inundated Shrubby Woodland/Damp Sands Herb-rich Woodland Mosaic,V,7968.19,4648.72,0.5834097831502513
Victorian Riverina,80,Spring Soak Woodland,V,4.97,2.9,0.5835010060362174
Glenelg Plain,770,Damp Sands Herb-rich Woodland/Lowland Forest Mosaic,V,1788.86,1044.3899999999999,0.583829925203761
Warrnambool Plain,181,Coast Gully Thicket,E,345.37,201.71,0.5840403046008629
Central Victorian Uplands,134,Sand Forest,E,53.28,31.16,0.5848348348348348
Murray Mallee,823,Lignum Swampy Woodland,V,10733.7,6305.2,0.5874209266143081
Gippsland Plain,141,Sandy Flood Scrub,E,2448.56,1442.3,0.5890400888685595
Warrnambool Plain,161,Coastal Headland Scrub,V,2285.17,1346.23,0.5891159082256462
Victorian Volcanic Plain,770,Damp Sands Herb-rich Woodland/Lowland Forest Mosaic,V,48.160000000000004,28.400000000000002,0.5897009966777409
Victorian Volcanic Plain,61,Box Ironbark Forest,D,677.6999999999999,399.82,0.5899660616792092
Wimmera,191,Riparian Scrub,E,891.81,526.14,0.5899687153093148
Greater Grampians,882,Shallow Sands Woodland,V,450.91,266.11,0.5901621166086358
Central Victorian Uplands,81,Alluvial Terraces Herb-rich Woodland/Creekline Grassy Woodland Mosaic,E,332.85,196.56,0.5905362776025236
Central Victorian Uplands,22,Grassy Dry Forest,D,223543.88,132285.08000000002,0.5917633710213852
Warrnambool Plain,1,Coastal Dune Scrub/Coastal Dune Grassland Mosaic,V,607.66,359.7,0.5919428627851101
East Gippsland Lowlands,877,Lowland Herb-rich Forest,D,25464.9,15080.39,0.5922029931395764
Strzelecki Ranges,48,Heathy Woodland,D,136.57,80.97,0.5928827707402797
Lowan Mallee,882,Shallow Sands Woodland,D,24539.84,14620.53,0.5957875030970047
Northern Inland Slopes,333,Red Gum Swamp/Plains Grassy Wetland Mosaic,E,1.61,0.9600000000000001,0.5962732919254659
Goldfields,72,Granitic Hills Woodland,E,5727.73,3417.14,0.5965958590925201
Otway Plain,23,Herb-rich Foothill Forest,V,3328.9,1989.02,0.5975006758989456
Murray Fans,91,Loamy Sands Mallee,LC,13.219999999999999,7.8999999999999995,0.5975794251134645
Warrnambool Plain,160,Coastal Dune Scrub,D,3412.14,2040.23,0.5979326756815371
Victorian Riverina,297,Billabong Wetland/Red Gum Swamp Mosaic,E,138.01,82.86999999999999,0.6004637345119919
Warrnambool Plain,203,Stony Rises Woodland,V,369.94,222.16,0.6005298156457803
Dundas Tablelands,16,Lowland Forest,LC,283.21,170.4,0.6016736697150525
Central Victorian Uplands,71,Hills Herb-rich Woodland,V,18401.31,11077.28,0.6019832283679803
Murray Fans,104,Lignum Swamp,V,954.57,574.74,0.6020930890348534
Wimmera,28,Rocky Outcrop Shrubland,R,38.150000000000006,23.000000000000004,0.6028833551769331
Otway Plain,898,Cane Grass-Lignum Halophytic Herbland,V,137.15,82.69,0.602916514764856
Murray Scroll Belt,158,Chenopod Mallee,V,197.59,119.36,0.6040791538033301
Dundas Tablelands,134,Sand Forest,E,66.81,40.39,0.6045502170333782
Lowan Mallee,87,Lowan Sands Mallee,LC,217560.1,131841.02,0.6059981586697193
Gippsland Plain,895,Escarpment Shrubland,E,39.73,24.22,0.6096149005789077
Gippsland Plain,302,Coastal Saltmarsh/Mangrove Shrubland Mosaic,V,782.6,477.17,0.6097239969332993
Goldfields,679,Drainage-line Woodland,E,122.14999999999999,74.49000000000001,0.6098239869013509
Central Victorian Uplands,265,Valley Grassy Forest/Grassy Dry Forest Mosaic,V,243.93,149.09,0.6111999344074119
Highlands - Southern Fall,175,Grassy Woodland,D,9028.07,5537.79,0.6133968832762706
Highlands - Northern Fall,45,Shrubby Foothill Forest,D,4686.53,2878.12,0.6141260164770097
Bridgewater,650,Heathy Woodland/Damp Heathy Woodland/Damp Heathland Mosaic,V,11.83,7.2700000000000005,0.6145393068469992
Highlands - Southern Fall,61,Box Ironbark Forest,V,8742.98,5378.13,0.6151369441540527
Glenelg Plain,136,Sedge Wetland,V,3404.95,2094.7400000000002,0.6152043348654166
Glenelg Plain,650,Heathy Woodland/Damp Heathy Woodland/Damp Heathland Mosaic,V,25462.05,15678.84,0.6157728855296412
Gippsland Plain,21,Shrubby Dry Forest,LC,8.41,5.18,0.6159334126040428
Glenelg Plain,665,Coastal Mallee Scrub,E,597.01,367.91,0.6162543340982564
Central Victorian Uplands,262,Grassy Woodland/Box Ironbark Forest Complex,E,1391.43,859.03,0.6173720560861846
Goldfields,851,Stream Bank Shrubland,E,1945.1399999999999,1204.2,0.6190814028810266
Gippsland Plain,48,Heathy Woodland,LC,60558.4,37522.42,0.6196071890935031
Gippsland Plain,191,Riparian Scrub,V,12575.08,7807.68,0.6208851156414115
Wimmera,663,Black Box Lignum Woodland,E,256.24,159.17,0.6211754605057758
Victorian Volcanic Plain,681,Deep Freshwater Marsh,V,1685.57,1053.56,0.6250467201006188
Warrnambool Plain,17,Riparian Scrub/Swampy Riparian Woodland Complex,V,998.93,625.99,0.6266605267636371
Victorian Riverina,293,Riparian Forest/Creekline Grassy Woodland Mosaic,E,1.37,0.86,0.6277372262773722
Northern Inland Slopes,81,Alluvial Terraces Herb-rich Woodland/Creekline Grassy Woodland Mosaic,E,448.27,281.59,0.6281705222299061
Murray Mallee,102,Low Chenopod Shrubland,D,8116.03,5100.82,0.6284870805061095
Wimmera,674,Sandy Stream Woodland,E,68.64,43.19,0.6292249417249417
Murray Mallee,91,Loamy Sands Mallee,LC,157038.74,98860.95999999999,0.6295323052133506
Dundas Tablelands,191,Riparian Scrub,E,888.6,561.94,0.6323880261084853
Victorian Riverina,815,Riverine Swampy Woodland,V,2834.21,1792.61,0.6324901824494303
Goldfields,261,Plains Grassy Woodland/Creekline Grassy Woodland Mosaic,E,255.74,162.74,0.6363494173770236
Glenelg Plain,125,Plains Grassy Wetland,E,69.52,44.24,0.6363636363636365
Dundas Tablelands,690,Floodplain Riparian Woodland/Billabong Wetland Mosaic,V,448.01,286.58,0.6396732215798754
Central Victorian Uplands,48,Heathy Woodland,D,5502.72,3523.32,0.6402869853454292
Highlands - Southern Fall,59,Riparian Thicket,V,1204.22,771.4,0.6405806248027769
Central Victorian Uplands,851,Stream Bank Shrubland,V,3623.6,2321.62,0.6406943371233028
Greater Grampians,672,Damp Sands Herb-rich Woodland/Shrubby Woodland Mosaic,LC,764.48,490.09,0.6410762871494349
Gippsland Plain,311,Berm Grassy Shrubland,E,169.56,108.87,0.6420736022646851
Dundas Tablelands,662,Escarpment Shrubland/Grassy Woodland/Riparian Woodland Mosaic,E,15.27,9.84,0.6444007858546169
Wimmera,729,Sand Ridge Woodland/Damp Sands Herb-rich Woodland Mosaic,E,427.93,276.81,0.646858131002734
Victorian Riverina,942,Lignum Swampy Woodland/Lake Bed Herbland Mosaic,V,111.94,72.49000000000001,0.6475790602108273
Murray Mallee,741,Salt Paperbark Woodland/Samphire Shrubland Mosaic,V,6.35,4.12,0.6488188976377953
Dundas Tablelands,195,Seasonally Inundated Shrubby Woodland,D,1847.78,1202.76,0.6509216465163602
Glenelg Plain,734,Damp Heathland/Damp Heathy Woodland/Wet Heathland Mosaic,V,934.9399999999999,609.4399999999999,0.6518493165336813
Greater Grampians,134,Sand Forest,E,864.49,563.92,0.6523152378859212
Dundas Tablelands,8,Wet Heathland,D,150.21,98,0.6524199454097597
Murray Mallee,822,Intermittent Swampy Woodland/Riverine Grassy Woodland Complex,V,1983.68,1295.23,0.6529430150024197
Central Victorian Uplands,18,Riparian Forest,V,5157.66,3371.28,0.6536452577331581
Dundas Tablelands,710,Damp Heathland,V,156.71,102.45,0.6537553442664795
Victorian Riverina,812,Grassy Riverine Forest/Riverine Swamp Forest Complex,D,2817.46,1844.08,0.6545186089598433
Strzelecki Ranges,161,Coastal Headland Scrub,V,331,216.97,0.6554984894259819
Highlands - Northern Fall,37,Montane Grassy Woodland,D,46090.48,30426.61,0.6601495579998299
Glenelg Plain,283,Plains Sedgy Woodland,V,77.65,51.29,0.66052801030264
Goldfields,22,Grassy Dry Forest,D,66912.61,44262.65,0.6614993795638819
Victorian Volcanic Plain,198,Sedgy Riparian Woodland,V,584.4,386.9,0.6620465434633812
Gippsland Plain,691,Aquatic Herbland/Plains Sedgy Wetland Mosaic,V,1154.41,764.41,0.6621650886600081
Dundas Tablelands,285,Dry Creekline Woodland,E,120.34,79.78999999999999,0.6630380588333056
Wimmera,657,Freshwater Lignum Shrubland,E,768.87,511.02,0.6646377150883764
Otway Plain,1,Coastal Dune Scrub/Coastal Dune Grassland Mosaic,D,2049.67,1362.93,0.6649509433225836
Warrnambool Plain,10,Estuarine Wetland,D,1200.8799999999999,798.6899999999999,0.6650872693358204
Victorian Volcanic Plain,644,Cinder Cone Woodland,E,487.58,324.94,0.6664342261782682
Dundas Tablelands,432,Floodplain Thicket/Shallow Freshwater Marsh Complex,V,81.16,54.14,0.6670773780187285
Otway Plain,18,Riparian Forest,V,2030.43,1354.93,0.6673118501992189
Goldfields,21,Shrubby Dry Forest,V,229.73999999999998,153.32,0.6673631061199617
Dundas Tablelands,493,Heathy Woodland/Plains Grassy Woodland Mosaic,E,1273.9,850.78,0.6678546196718737
Goldfields,264,Sand Ridge Woodland,E,135.83,90.77,0.6682617978355296
Gippsland Plain,136,Sedge Wetland,V,2219.71,1483.85,0.6684882259394245
Dundas Tablelands,198,Sedgy Riparian Woodland,E,85.92,57.44,0.6685288640595902
Goldfields,164,Creekline Herb-rich Woodland,E,419.32,280.71,0.6694409997138223
East Gippsland Uplands,47,Valley Grassy Forest,D,24567.7,16452.68,0.6696874351282375
Dundas Tablelands,73,Rocky Outcrop Shrubland/Rocky Outcrop Herbland Mosaic,LC,78.67999999999999,52.74,0.6703101169293341
Goldfields,257,Sandstone Ridge Shrubland/Box Ironbark Forest Mosaic,V,4584.83,3078.07,0.6713596796391579
Otway Plain,163,Coastal Tussock Grassland,V,112.54,76,0.675315443397903
Highlands - Northern Fall,17,Riparian Scrub/Swampy Riparian Woodland Complex,V,39.11,26.45,0.6762976220915367
Victorian Riverina,292,Red Gum Swamp,V,5355.74,3628.41,0.6774806095889644
East Gippsland Uplands,175,Grassy Woodland,D,73828.66,50121.67,0.6788917745493416
Northern Inland Slopes,22,Grassy Dry Forest,D,143429.52,97403.18000000001,0.6791013453855247
Dundas Tablelands,179,Heathy Herb-rich Woodland,D,5464.34,3715.4500000000003,0.6799448789789801
Wimmera,673,Dune Soak Woodland,E,117.06,79.83,0.6819579702716555
Otway Plain,198,Sedgy Riparian Woodland,D,2380.41,1625.62,0.6829159682575691
Gippsland Plain,82,Riverine Escarpment Scrub,E,163.11,111.49000000000001,0.683526454539881
Goldfields,92,Scrub-pine Woodland,na,5.12,3.5,0.68359375
Wimmera,282,Shrubby Woodland,LC,31.95,21.85,0.6838810641627544
Dundas Tablelands,280,Floodplain Thicket,V,670.5,459.97,0.6860104399701715
Greater Grampians,468,Heathy Woodland/Sedgy Riparian Woodland Complex,LC,20.86,14.32,0.6864813039309684
Dundas Tablelands,751,Seasonally Inundated Shrubby Woodland/Plains Sedgy Woodland Mosaic,D,459.08,315.27,0.6867430513200313
Victorian Riverina,256,Floodplain Riparian Woodland/Floodplain Wetland Mosaic,V,306.97,210.92000000000002,0.6871029742320096
Dundas Tablelands,982,No EVC assigned - need editing,na,361.54,248.64000000000001,0.6877247330862422
Victorian Volcanic Plain,792,Stony Rises Woodland/Stony Knoll Shrubland Complex,E,1227.79,846.86,0.6897433600208505
Highlands - Northern Fall,83,Swampy Riparian Woodland,V,3827.29,2642.6,0.6904624420934917
Wimmera,3,Damp Sands Herb-rich Woodland,V,7592,5305.2,0.6987881981032665
Glenelg Plain,882,Shallow Sands Woodland,V,1762.33,1232.8899999999999,0.6995795339124908
Bridgewater,858,Coastal Alkaline Scrub,LC,13395.869999999999,9371.95,0.6996148813029689
Victorian Riverina,1085,Mountain Valley Riparian Woodland,V,1232.1399999999999,863.44,0.7007645235119387
Murray Scroll Belt,98,Semi-arid Chenopod Woodland,D,22700.7,15933.22,0.7018823208094904
Central Victorian Uplands,178,Herb-rich Foothill Forest/Shrubby Foothill Forest Complex,D,6348.37,4467.13,0.7036656653597696
Murray Fans,1058,Floodway Pond Herbland/Riverine Swamp Forest Mosaic,D,88.63,62.47,0.7048403475121291
Central Victorian Uplands,37,Montane Grassy Woodland,V,10.72,7.5600000000000005,0.7052238805970149
Wilsons Promontory,163,Coastal Tussock Grassland,R,200.2,141.41,0.7063436563436564
Lowan Mallee,95,Red Swale Mallee,LC,60474.74,42784.09,0.707470424841843
Wimmera,136,Sedge Wetland,E,218.32,154.58,0.7080432392817883
Murray Mallee,104,Lignum Swamp,V,717.04,509.79999999999995,0.710978467031128
Goldfields,19,Riparian Shrubland,D,13.299999999999999,9.459999999999999,0.7112781954887218
Otway Ranges,178,Herb-rich Foothill Forest/Shrubby Foothill Forest Complex,D,5899.07,4196.27,0.7113443305470185
Highlands - Northern Fall,318,Montane Swamp,E,513.98,367.03000000000003,0.7140939336160941
Wimmera,802,Grassy Woodland/Heathy Woodland Mosaic,E,75.86,54.18,0.7142103875560243
Highlands - Northern Fall,59,Riparian Thicket,V,854.94,611.74,0.7155355931410391
Central Victorian Uplands,320,Grassy Dry Forest/Heathy Dry Forest Complex,D,3360.1,2412.27,0.7179161334484093
Victorian Riverina,1032,Floodplain Riparian Woodland/Riverine Grassy Woodland Mosaic,E,120.21,86.32000000000001,0.7180766991098911
Wimmera,292,Red Gum Swamp,V,28424.85,20443.2,0.7192016844416066
Murray Fans,1040,Riverine Grassy Woodland/Riverine Swampy Woodland Mosaic,V,1176.53,846.29,0.7193101748361708
Highlands - Southern Fall,16,Lowland Forest,LC,102859.79,74066.56,0.7200730236762102
Wimmera,13,Brackish Sedgeland,E,444.72,320.24,0.7200935420039575
Gippsland Plain,161,Coastal Headland Scrub,D,1866.16,1344.97,0.7207152655720839
Central Victorian Uplands,20,Heathy Dry Forest,LC,119546.62,86187.37,0.7209519599968615
Greater Grampians,709,Scree-slope Woodland,E,31.59,22.82,0.7223805001582779
Northern Inland Slopes,1085,Mountain Valley Riparian Woodland,V,79.47,57.410000000000004,0.7224109726940985
Victorian Volcanic Plain,127,Valley Heathy Forest,E,0.94,0.68,0.723404255319149
Highlands - Northern Fall,84,Riparian Forest/Swampy Riparian Woodland/Riparian Shrubland/Riverine Escarpment Scrub Mosaic,D,5802.75,4198.58,0.7235500409288699
Gippsland Plain,164,Creekline Herb-rich Woodland,E,1257.5,913.37,0.726337972166998
Greater Grampians,68,Creekline Grassy Woodland,E,641.88,466.32,0.7264909328846514
Glenelg Plain,645,Wet Heathland/Heathy Woodland Mosaic,LC,5302.89,3853.94,0.7267621994799062
Goldfields,252,Grassy Woodland/Alluvial Terraces Herb-rich Woodland Complex,E,55.09,40.08,0.7275367580323107
Murray Scroll Belt,97,Semi-arid Woodland,V,1097.58,798.72,0.7277100530257476
Northern Inland Slopes,7,Clay Heathland,V,6.73,4.8999999999999995,0.7280832095096581
Wimmera,641,Riparian Woodland,V,5605.0599999999995,4092.86,0.7302080620011205
Gippsland Plain,10,Estuarine Wetland,LC,7863.5599999999995,5756.18,0.7320068772922189
Greater Grampians,680,Freshwater Meadow,E,4.92,3.6100000000000003,0.733739837398374
Victorian Volcanic Plain,291,Cane Grass Wetland,V,277.14,203.74,0.7351519087825649
Dundas Tablelands,666,Riparian Shrubland/Escarpment Shrubland/Grassy Woodland Mosaic,E,81.31,59.8,0.735456893371049
Glenelg Plain,858,Coastal Alkaline Scrub,E,91.15,67.16,0.7368074602303893
Northern Inland Slopes,168,Drainage-line Aggregate,E,5.23,3.8600000000000003,0.7380497131931166
Dundas Tablelands,650,Heathy Woodland/Damp Heathy Woodland/Damp Heathland Mosaic,LC,39.39,29.12,0.7392739273927393
Otway Plain,45,Shrubby Foothill Forest,LC,1623.77,1201.51,0.73995085510879
Victorian Volcanic Plain,881,Damp Sands Herb-rich Woodland/Heathy Woodland Mosaic,V,11.24,8.32,0.7402135231316727
Goldfields,235,Plains Woodland/Herb-rich Gilgai Wetland Mosaic,E,1853.52,1374.34,0.7414756787086192
Dundas Tablelands,71,Hills Herb-rich Woodland,V,2484.16,1844.75,0.7426051462063635
Northern Inland Slopes,23,Herb-rich Foothill Forest,LC,26590.079999999998,19773.16,0.7436292030712206
Goldfields,70,Hillcrest Herb-rich Woodland,D,13456.24,10070.03,0.748353923532874
Highlands - Northern Fall,44,Sub-alpine Treeless Vegetation,R,377.21,282.56,0.7490787624930411
Otway Ranges,23,Herb-rich Foothill Forest,D,236.12,177.03,0.749745891919363
Gippsland Plain,74,Wetland Formation,E,1289.2,969.03,0.7516521874030406
Central Victorian Uplands,191,Riparian Scrub,E,21.91,16.48,0.7521679598356915
Victorian Volcanic Plain,655,Lignum-Cane Grass Swamp,E,410.42,308.95000000000005,0.7527654597729156
Central Victorian Uplands,198,Sedgy Riparian Woodland,D,3281.41,2472.4900000000002,0.7534840205887104
East Gippsland Uplands,37,Montane Grassy Woodland,V,1704.77,1285.35,0.7539726766660605
Central Victorian Uplands,1085,Mountain Valley Riparian Woodland,V,30.16,22.75,0.7543103448275862
Victorian Volcanic Plain,140,Mangrove Shrubland,V,64.71,48.93,0.7561427909133056
Otway Plain,17,Riparian Scrub/Swampy Riparian Woodland Complex,D,5659.82,4280.74,0.756338540801651
Otway Plain,8,Wet Heathland,LC,1779.93,1347.79,0.7572151713831442
Otway Plain,302,Coastal Saltmarsh/Mangrove Shrubland Mosaic,E,4045.85,3067.2200000000003,0.7581151056020368
Northern Inland Slopes,172,Floodplain Wetland Aggregate,V,6.07,4.61,0.7594728171334432
Goldfields,93,Sandstone Ridge Shrubland,LC,43389.53,32970.93,0.7598821651214014
Murray Mallee,93,Sandstone Ridge Shrubland,LC,15297.97,11630.88,0.7602891102544977
Wimmera,785,Heathy Herb-rich Woodland/Damp Sands Herb-rich Woodland Mosaic,V,797.51,607.19,0.7613572243608231
Central Victorian Uplands,16,Lowland Forest,LC,4505.97,3431.59,0.7615652123738063
Goldfields,704,Lateritic Woodland,E,13.9,10.59,0.7618705035971223
Glenelg Plain,710,Damp Heathland,D,7238.23,5532.18,0.7643001120439666
Northern Inland Slopes,823,Lignum Swampy Woodland,V,175.01,133.99,0.7656133935203704
Goldfields,198,Sedgy Riparian Woodland,V,173.11,132.56,0.7657558777655825
Greater Grampians,647,Plains Sedgy Wetland,E,13.4,10.27,0.7664179104477612
Dundas Tablelands,136,Sedge Wetland,E,455.06,348.95,0.7668219575440601
Glenelg Plain,191,Riparian Scrub,D,2471.38,1895.93,0.7671543833809451
East Gippsland Uplands,169,Dry Valley Forest,V,8315.1,6384.86,0.7678632848672896
Glenelg Plain,18,Riparian Forest,V,617.11,474.13,0.7683071089433002
Wimmera,656,Brackish Wetland,E,175.10999999999999,134.56,0.7684312717720291
Greater Grampians,195,Seasonally Inundated Shrubby Woodland,LC,4271.78,3282.87,0.7685016550477787
East Gippsland Lowlands,7,Clay Heathland,V,1992.92,1532.3799999999999,0.7689119482969712
Glenelg Plain,786,Heathy Woodland/Heathy Herb-rich Woodland/Damp Heathy Woodland Mosaic,V,3468.53,2667.3399999999997,0.7690116562347736
Glenelg Plain,674,Sandy Stream Woodland,E,15.620000000000001,12.03,0.7701664532650447
Dundas Tablelands,48,Heathy Woodland,LC,15957.039999999999,12298.89,0.7707500889889353
Wimmera,651,Plains Swampy Woodland,E,15.059999999999999,11.61,0.7709163346613546
Highlands - Northern Fall,3,Damp Sands Herb-rich Woodland,V,40.99,31.6,0.7709197365211027
Wimmera,179,Heathy Herb-rich Woodland,D,8638.38,6664.26,0.7714710397088343
Glenelg Plain,8,Wet Heathland,LC,5162.620000000001,3989.2200000000003,0.7727123049924263
Goldfields,20,Heathy Dry Forest,LC,98972.35,76555.70999999999,0.7735060347662756
Victorian Volcanic Plain,104,Lignum Swamp,E,81.06,62.74,0.773994571922033
Lowan Mallee,195,Seasonally Inundated Shrubby Woodland,LC,1176.16,912.94,0.7762039178343082
Highlands - Northern Fall,210,Sub-alpine Wet Heathland,E,448.94,349.29,0.7780326992471155
Gippsland Plain,1,Coastal Dune Scrub/Coastal Dune Grassland Mosaic,D,10604.06,8250.65,0.7780651938974318
Lowan Mallee,103,Riverine Chenopod Woodland,D,4390.19,3420.98,0.7792327894692486
Wimmera,790,Heathy Woodland/Heathy Herb-rich Woodland Mosaic,LC,331.99,258.72,0.7793005813428115
